release_date,title,production_budget,domestic_gross_tn,worldwide_gross,domestic_gross_bom,foreign_gross,rating_tmdb,release_month,profit,roi,movie_id,primary_title,runtime_minutes,genres,rating_imdb,numvotes,original_title,rating,critic_score,id,studio,year
2011-09-16,I Don't Know How She Does It,24000000.0,9659074.0,24474463.0,9700000.0,20900000,5.2,Sep,474463.0,0.019769291666666668,tt1742650,I Don't Know How She Does It,89.0,"comedy, romance",4.9,18552.0,I Don't Know How She Does It,4.7,4.0,58,Wein.,2011
2013-12-20,Dhoom 3,24000000.0,8031955.0,11723620.0,8000000.0,80000000,5.9,Dec,-12276380.0,-0.5115158333333333,tt1833673,Dhoom 3,172.0,"action, thriller",5.4,40466.0,धूम ३,5.65,,60,Yash,2013
2018-11-16,Green Book,23000000.0,85080171.0,322034439.0,85100000.0,234700000,8.3,Nov,299034439.0,13.001497347826087,tt6966692,Green Book,130.0,"biography, comedy, drama",8.3,204972.0,Green Book,8.3,,71,Uni.,2018
2015-01-16,The Wedding Ringer,23000000.0,64460211.0,80171596.0,64500000.0,15300000,6.5,Jan,57171596.0,2.4857215652173914,tt0884732,The Wedding Ringer,101.0,comedy,6.7,66893.0,The Wedding Ringer,6.6,,73,SGem,2015
2011-10-07,The Ides of March,23000000.0,40962534.0,77735925.0,41000000.0,35000000,6.7,Oct,54735925.0,2.3798228260869565,tt1124035,The Ides of March,101.0,"drama, thriller",7.1,207417.0,The Ides of March,6.9,,76,Sony,2011
2018-10-05,The Hate U Give,23000000.0,29719483.0,35067665.0,29700000.0,5200000,8.2,Oct,12067665.0,0.5246810869565217,tt5580266,The Hate U Give,133.0,"crime, drama",7.3,17583.0,The Hate U Give,7.75,,78,Fox,2018
2012-01-20,Haywire,23000000.0,18942396.0,36374700.0,18900000.0,14400000,5.6,Jan,13374700.0,0.5815086956521739,tt1506999,Haywire,93.0,"action, drama, thriller",5.8,78681.0,Haywire,5.699999999999999,,83,Rela.,2012
2016-02-26,Eddie the Eagle,23000000.0,15789389.0,45060480.0,15800000.0,30400000,7.2,Feb,22060480.0,0.9591513043478261,tt1083452,Eddie the Eagle,106.0,"biography, comedy, drama",7.4,75331.0,Eddie the Eagle,7.300000000000001,,86,Fox,2016
2016-11-18,Nocturnal Animals,22500000.0,10663357.0,32398681.0,10700000.0,19600000,7.4,Nov,9898681.0,0.43994137777777775,tt4550098,Nocturnal Animals,116.0,"drama, thriller",7.5,205240.0,Nocturnal Animals,7.45,,3,Focus,2016
2015-04-24,The Water Diviner,22500000.0,4200117.0,31054727.0,4200000.0,34000000,6.8,Apr,8554727.0,0.3802100888888889,tt3007512,The Water Diviner,111.0,"drama, history, war",7.1,66595.0,The Water Diviner,6.949999999999999,,4,WB,2015
2014-02-28,Son of God,22000000.0,59700064.0,70949793.0,59700000.0,8100000,6.4,Feb,48949793.0,2.224990590909091,tt1805411,Son of God,80.0,documentary,6.8,13.0,Son of God,6.6,,11,Fox,2014
2014-02-28,Son of God,22000000.0,59700064.0,70949793.0,59700000.0,8100000,6.4,Feb,48949793.0,2.224990590909091,tt3210686,Son of God,138.0,"biography, drama, history",5.8,17606.0,Son of God,6.1,,11,Fox,2014
2014-08-08,The Hundred-Foot Journey,22000000.0,54235441.0,94270488.0,54200000.0,34600000,7.3,Aug,72270488.0,3.285022181818182,tt2980648,The Hundred-Foot Journey,122.0,"comedy, drama",7.3,69562.0,The Hundred-Foot Journey,7.3,,13,BV,2014
2012-08-03,Diary of a Wimpy Kid: Dog Days,22000000.0,49008662.0,77229695.0,49000000.0,28100000,6.2,Aug,55229695.0,2.510440681818182,tt2023453,Diary of a Wimpy Kid: Dog Days,94.0,"comedy, family",6.3,19571.0,Diary of a Wimpy Kid: Dog Days,6.25,,17,Fox,2012
2013-11-22,Delivery Man,22000000.0,30659817.0,70536870.0,30700000.0,19300000,6.2,Nov,48536870.0,2.2062213636363635,tt2387559,Delivery Man,105.0,"comedy, drama",6.4,70706.0,Delivery Man,6.300000000000001,,21,BV,2013
2016-02-05,"Hail, Caesar!",22000000.0,30080225.0,64160680.0,30500000.0,33100000,5.9,Feb,42160680.0,1.9163945454545455,tt0475290,"Hail, Caesar!",106.0,"comedy, drama, music",6.3,111422.0,"Hail, Caesar!",6.1,,22,Uni.,2016
2017-05-19,Diary of a Wimpy Kid: The Long Haul,22000000.0,20738724.0,35609577.0,20700000.0,19400000,5.6,May,13609577.0,0.6186171363636364,tt6003368,Diary of a Wimpy Kid: The Long Haul,91.0,"comedy, family",4.4,5635.0,Diary of a Wimpy Kid: The Long Haul,5.0,,27,Fox,2017
2013-11-27,Homefront,22000000.0,20158492.0,51695362.0,20200000.0,22900000,6.5,Nov,29695362.0,1.3497891818181817,tt2312718,Homefront,100.0,"action, thriller",6.5,98549.0,Homefront,6.5,,29,ORF,2013
2013-11-27,Homefront,22000000.0,20158492.0,51695362.0,20200000.0,22900000,6.5,Nov,29695362.0,1.3497891818181817,tt2558484,Homefront,111.0,drama,7.7,17.0,Homefront,7.1,,29,ORF,2013
2015-09-04,The Transporter Refueled,22000000.0,16029670.0,69698495.0,16000000.0,56600000,5.4,Sep,47698495.0,2.168113409090909,tt2938956,The Transporter Refueled,96.0,"action, adventure, crime",5.2,36201.0,The Transporter Refueled,5.300000000000001,,34,EC,2015
2017-11-17,"Roman J. Israel, Esq.",22000000.0,11962712.0,12967012.0,12000000.0,1100000,6.2,Nov,-9032988.0,-0.41059036363636364,tt6000478,"Roman J. Israel, Esq.",122.0,"crime, drama, thriller",6.4,23632.0,"Roman J. Israel, Esq.",6.300000000000001,,40,Sony,2017
2013-12-04,Out of the Furnace,22000000.0,11330849.0,15434375.0,11300000.0,4300000,6.6,Dec,-6565625.0,-0.2984375,tt1206543,Out of the Furnace,116.0,"crime, drama, thriller",6.8,99037.0,Out of the Furnace,6.699999999999999,,41,Rela.,2013
2017-12-08,Just Getting Started,22000000.0,6069605.0,6756412.0,6100000.0,1600000,4.9,Dec,-15243588.0,-0.6928903636363636,tt5721088,Just Getting Started,91.0,"action, comedy",4.4,4829.0,Just Getting Started,3.766666666666667,2.0,44,BG,2017
2010-10-08,Stone,22000000.0,1810078.0,4065020.0,1800000.0,7700000,5.2,Oct,-17934980.0,-0.8152263636363636,tt1423995,Stone,105.0,"drama, thriller",5.4,38667.0,Stone,5.300000000000001,,50,Over.,2010
2010-10-08,Stone,22000000.0,1810078.0,4065020.0,1800000.0,7700000,5.2,Oct,-17934980.0,-0.8152263636363636,tt2156825,Stone,90.0,"crime, drama, thriller",5.6,607.0,Stone,5.4,,50,Over.,2010
2010-10-08,Stone,22000000.0,1810078.0,4065020.0,1800000.0,7700000,5.2,Oct,-17934980.0,-0.8152263636363636,tt2355884,Stone,114.0,"action, sci-fi",,,Stone,5.2,,50,Over.,2010
2012-06-22,To Rome with Love,21500000.0,16684352.0,74326015.0,16700000.0,56600000,5.7,Jun,52826015.0,2.457023953488372,tt1859650,To Rome with Love,112.0,"comedy, music, romance",6.3,79381.0,To Rome with Love,6.0,,58,SPC,2012
2012-11-16,Silver Linings Playbook,21000000.0,132092958.0,236412453.0,132100000.0,104300000,7.1,Nov,215412453.0,10.257735857142857,tt1045658,Silver Linings Playbook,122.0,"comedy, drama, romance",7.7,621018.0,Silver Linings Playbook,7.4,,59,Wein.,2012
2018-04-06,Blockers,21000000.0,60311495.0,94045328.0,60300000.0,33700000,6.1,Apr,73045328.0,3.4783489523809523,tt2531344,Blockers,102.0,comedy,6.2,57142.0,Blockers,6.15,,60,Uni.,2018
2010-11-05,For Colored Girls,21000000.0,37729698.0,38017873.0,37700000.0,17300,6.8,Nov,17017873.0,0.8103749047619048,tt1405500,For Colored Girls,133.0,drama,6.1,6728.0,For Colored Girls,6.449999999999999,,67,LGF,2010
2011-05-06,The Beaver,21000000.0,970816.0,5046038.0,971000.0,6300000,6.3,May,-15953962.0,-0.7597124761904762,tt1321860,The Beaver,91.0,drama,6.7,45173.0,The Beaver,6.5,,79,Sum.,2011
2016-12-09,La La Land,20000000.0,151101803.0,426351163.0,151100000.0,295000000,7.9,Dec,406351163.0,20.31755815,tt3783958,La La Land,128.0,"comedy, drama, music",8.0,436070.0,La La Land,7.95,,92,LG/S,2016
2013-07-19,The Conjuring,20000000.0,137400141.0,318000141.0,137400000.0,182100000,7.5,Jul,298000141.0,14.90000705,tt1457767,The Conjuring,112.0,"horror, mystery, thriller",7.5,397233.0,The Conjuring,7.5,,93,WB (NL),2013
2017-11-17,Wonder,20000000.0,132422809.0,304604712.0,132400000.0,173500000,8.2,Nov,284604712.0,14.2302356,tt2543472,Wonder,113.0,"drama, family",8.0,111632.0,Wonder,8.1,,95,LGF,2017
2016-07-29,Bad Moms,20000000.0,113257297.0,180998716.0,113300000.0,70700000,6.5,Jul,160998716.0,8.0499358,tt4651520,Bad Moms,100.0,comedy,6.2,100952.0,Bad Moms,6.35,,99,STX,2016
2014-07-02,Tammy,20000000.0,84525432.0,96407655.0,84500000.0,16000000,5.2,Jul,76407655.0,3.82038275,tt2103254,Tammy,97.0,"comedy, romance",4.9,44345.0,Tammy,5.050000000000001,,3,WB (NL),2014
2011-11-16,The Descendants,20000000.0,82624961.0,175507800.0,82600000.0,94700000,6.8,Nov,155507800.0,7.77539,tt1033575,The Descendants,115.0,"comedy, drama",7.3,223464.0,The Descendants,7.05,,5,FoxS,2011
2011-11-16,The Descendants,20000000.0,82624961.0,175507800.0,82600000.0,94700000,6.8,Nov,155507800.0,7.77539,tt5838908,The Descendants,80.0,drama,7.5,12.0,The Descendants,7.15,,5,FoxS,2011
2010-03-31,The Last Song,20000000.0,62950384.0,92678948.0,63000000.0,26100000,7.2,Mar,72678948.0,3.6339474,tt1294226,The Last Song,107.0,"drama, music, romance",6.0,74914.0,The Last Song,6.6,,15,BV,2010
2013-10-18,12 Years a Slave,20000000.0,56671993.0,181025343.0,56700000.0,131100000,7.9,Oct,161025343.0,8.05126715,tt2024544,12 Years a Slave,134.0,"biography, drama, history",8.1,577301.0,12 Years a Slave,8.0,,18,FoxS,2013
2016-06-03,Me Before You,20000000.0,56245075.0,208265198.0,56200000.0,152100000,7.7,Jun,188265198.0,9.4132599,tt2674426,Me Before You,106.0,"drama, romance",7.4,174567.0,Me Before You,7.550000000000001,,20,WB (NL),2016
2016-04-15,Barbershop: The Next Cut,20000000.0,54030051.0,54404202.0,54000000.0,1000000,6.0,Apr,34404202.0,1.7202101,tt3628584,Barbershop: The Next Cut,111.0,"comedy, drama",5.9,13306.0,Barbershop: The Next Cut,5.95,,22,WB (NL),2016
2018-09-14,A Simple Favor,20000000.0,53548586.0,97628717.0,53500000.0,44100000,6.6,Sep,77628717.0,3.88143585,tt7040874,A Simple Favor,117.0,"comedy, crime, drama",6.9,83338.0,A Simple Favor,6.75,,24,LGF,2018
2015-01-09,Selma,20000000.0,52076908.0,66776576.0,52100000.0,14700000,7.5,Jan,46776576.0,2.3388288,tt1020072,Selma,128.0,"biography, drama, history",7.5,77633.0,Selma,7.5,,25,Par.,2014
2015-11-06,Spotlight,20000000.0,45055776.0,92088460.0,45100000.0,53200000,7.8,Nov,72088460.0,3.604423,tt1895587,Spotlight,129.0,"crime, drama",8.1,365110.0,Spotlight,7.949999999999999,,34,ORF,2015
2015-11-06,Spotlight,20000000.0,45055776.0,92088460.0,45100000.0,53200000,7.8,Nov,72088460.0,3.604423,tt7785302,Spotlight,99.0,drama,8.0,12.0,Spotlight,7.9,,34,ORF,2015
2017-11-17,The Star,20000000.0,40847995.0,62758010.0,40900000.0,22000000,5.4,Nov,42758010.0,2.1379005,tt4587656,The Star,86.0,"adventure, animation, comedy",6.1,5159.0,The Star,5.75,,39,Sony,2017
2016-07-27,Nerve,20000000.0,38583626.0,70652284.0,38600000.0,46700000,10.0,Jul,50652284.0,2.5326142,tt1772317,Nerve,83.0,"comedy, drama",6.8,88.0,Nerve,8.4,,43,LGF,2016
2016-07-27,Nerve,20000000.0,38583626.0,70652284.0,38600000.0,46700000,10.0,Jul,50652284.0,2.5326142,tt2495778,Nerve,86.0,"drama, mystery, thriller",4.6,118.0,Nerve,7.3,,43,LGF,2016
2016-07-27,Nerve,20000000.0,38583626.0,70652284.0,38600000.0,46700000,10.0,Jul,50652284.0,2.5326142,tt3531824,Nerve,96.0,"action, adventure, crime",6.5,102782.0,Nerve,8.25,,43,LGF,2016
2016-07-27,Nerve,20000000.0,38583626.0,70652284.0,38600000.0,46700000,10.0,Jul,50652284.0,2.5326142,tt5324464,Nerve,62.0,"documentary, history",6.2,6.0,Nerve,8.1,,43,LGF,2016
2016-02-19,Risen,20000000.0,36880033.0,46255763.0,36900000.0,9200000,5.8,Feb,26255763.0,1.31278815,tt0850709,Risen,121.0,"biography, drama",5.3,182.0,Risen,5.55,,48,Sony,2016
2016-02-19,Risen,20000000.0,36880033.0,46255763.0,36900000.0,9200000,5.8,Feb,26255763.0,1.31278815,tt3231054,Risen,107.0,"action, adventure, drama",6.3,22813.0,Risen,6.05,,48,Sony,2016
2010-08-18,Vampires Suck,20000000.0,36661504.0,81424988.0,36700000.0,43900000,4.1,Aug,61424988.0,3.0712494,tt1666186,Vampires Suck,82.0,comedy,3.4,43984.0,Vampires Suck,3.75,,49,Fox,2010
2010-09-01,The American,20000000.0,35606376.0,67950723.0,35600000.0,32299999,5.8,Sep,47950723.0,2.39753615,tt1440728,The American,105.0,"crime, drama, thriller",6.3,86863.0,The American,6.05,,51,Focus,2010
2013-01-04,Texas Chainsaw 3D,20000000.0,34341945.0,47666013.0,34300000.0,12900000,5.3,Jan,27666013.0,1.38330065,tt1572315,Texas Chainsaw 3D,92.0,"horror, thriller",4.8,41784.0,Texas Chainsaw 3D,5.05,,55,LGF,2013
2010-03-12,She's Out of My League,20000000.0,32010860.0,48680977.0,32000000.0,17800000,6.1,Mar,28680977.0,1.43404885,tt0815236,She's Out of My League,104.0,"comedy, romance",6.4,117245.0,She's Out of My League,6.25,,62,Par.,2010
2011-08-31,The Debt,20000000.0,31177548.0,46604054.0,31200000.0,14500000,6.6,Aug,26604054.0,1.3302027,tt1226753,The Debt,113.0,"drama, thriller",6.9,61046.0,The Debt,6.75,,65,Focus,2011
2011-08-31,The Debt,20000000.0,31177548.0,46604054.0,31200000.0,14500000,6.6,Aug,26604054.0,1.3302027,tt2698966,The Debt,99.0,"drama, mystery, thriller",6.1,624.0,The Debt,6.35,,65,Focus,2011
2013-08-23,The World's End,20000000.0,26004851.0,47508505.0,26000000.0,20100000,6.7,Aug,27508505.0,1.37542525,tt1213663,The World's End,109.0,"action, comedy, sci-fi",7.0,235308.0,The World's End,7.566666666666666,9.0,76,Focus,2013
2010-09-24,You Again,20000000.0,25702053.0,32838945.0,25700000.0,6300000,6.2,Sep,12838945.0,0.64194725,tt1414382,You Again,105.0,"comedy, family, romance",5.8,46690.0,You Again,6.0,,78,BV,2010
2018-12-25,On the Basis of Sex,20000000.0,24622687.0,38073377.0,24600000.0,13600000,7.4,Dec,18073377.0,0.90366885,tt4669788,On the Basis of Sex,120.0,"biography, drama",6.9,12083.0,On the Basis of Sex,7.15,,81,Focus,2018
2011-07-01,Monte Carlo,20000000.0,23186769.0,39686769.0,23200000.0,16500000,6.2,Jul,19686769.0,0.98433845,tt1067774,Monte Carlo,109.0,"adventure, comedy, family",5.8,38731.0,Monte Carlo,6.0,,84,Fox,2011
2017-06-16,Rough Night,20000000.0,22105643.0,46844357.0,22100000.0,25200000,5.6,Jun,26844357.0,1.34221785,tt4799050,Rough Night,101.0,"comedy, crime, thriller",5.2,39447.0,Rough Night,5.4,,87,Sony,2017
2012-04-13,Lockout,20000000.0,14326865.0,33943049.0,14300000.0,17900000,5.9,Apr,13943049.0,0.69715245,tt1592525,Lockout,95.0,"action, sci-fi, thriller",6.1,89554.0,Lockout,6.0,,22,FD,2012
2011-09-30,What's Your Number?,20000000.0,14011084.0,30163785.0,14000000.0,16399999,6.4,Sep,10163785.0,0.50818925,tt0770703,What's Your Number?,106.0,"comedy, romance",6.1,67922.0,What's Your Number?,6.25,,24,Fox,2011
2015-10-30,Burnt,20000000.0,13651946.0,36773510.0,13700000.0,23000000,6.4,Oct,16773510.0,0.8386755,tt2503944,Burnt,101.0,"comedy, drama",6.6,95988.0,Burnt,6.5,,27,Wein.,2015
2015-10-30,Burnt,20000000.0,13651946.0,36773510.0,13700000.0,23000000,6.4,Oct,16773510.0,0.8386755,tt4607118,Burnt,,"comedy, drama",,,Burnt,6.4,,27,Wein.,2015
2016-02-26,Triple 9,20000000.0,12639297.0,25943792.0,12600000.0,10500000,5.8,Feb,5943792.0,0.2971896,tt1712261,Triple 9,115.0,"crime, thriller",6.3,60369.0,Triple 9,6.05,,33,ORF,2016
2016-09-02,The Light Between Oceans,20000000.0,12545979.0,22281732.0,12500000.0,13400000,7.1,Sep,2281732.0,0.1140866,tt2547584,The Light Between Oceans,133.0,"drama, romance",7.2,46247.0,The Light Between Oceans,7.1000000000000005,7.0,34,BV,2016
2010-10-01,Let Me In,20000000.0,12134935.0,28270399.0,12100000.0,12000000,6.7,Oct,8270399.0,0.41351995,tt1228987,Let Me In,116.0,"drama, fantasy, horror",7.1,107012.0,Let Me In,6.9,,38,Over.,2010
2010-10-01,Let Me In,20000000.0,12134935.0,28270399.0,12100000.0,12000000,6.7,Oct,8270399.0,0.41351995,tt7122852,Let Me In,74.0,horror,5.1,7.0,Let Me In,5.9,,38,Over.,2010
2013-09-20,Battle of the Year,20000000.0,8888355.0,16723377.0,8900000.0,7700000,6.1,Sep,-3276623.0,-0.16383115,tt1532958,Battle of the Year,110.0,"drama, music",5.1,8769.0,Battle of the Year,5.3999999999999995,5.0,51,SGem,2013
2014-12-12,Inherent Vice,20000000.0,8110975.0,14772346.0,8100000.0,6600000,6.6,Dec,-5227654.0,-0.2613827,tt1791528,Inherent Vice,148.0,"comedy, crime, drama",6.7,83346.0,Inherent Vice,6.65,,56,WB,2014
2013-10-11,Machete Kills,20000000.0,8008161.0,18273009.0,8000000.0,7000000,5.5,Oct,-1726991.0,-0.08634955,tt2002718,Machete Kills,107.0,"action, crime, sci-fi",5.6,69968.0,Machete Kills,5.55,,58,ORF,2013
2015-04-24,Little Boy,20000000.0,6485961.0,17769299.0,6500000.0,,7.0,Apr,-2230701.0,-0.11153505,tt1810683,Little Boy,106.0,"drama, history, war",7.4,20945.0,Little Boy,7.2,,65,ORF,2015
2012-10-26,Chasing Mavericks,20000000.0,6002756.0,8300821.0,6000000.0,600,7.0,Oct,-11699179.0,-0.58495895,tt1629757,Chasing Mavericks,116.0,"biography, drama, sport",7.2,28994.0,Chasing Mavericks,7.1,,67,Fox,2012
2014-12-31,A Most Violent Year,20000000.0,5749134.0,8846875.0,5700000.0,6300000,6.6,Dec,-11153125.0,-0.55765625,tt2937898,A Most Violent Year,125.0,"crime, drama, thriller",7.0,60165.0,A Most Violent Year,6.8,,68,A24,2014
2011-11-23,A Dangerous Method,20000000.0,5702083.0,14807531.0,5700000.0,21800000,6.3,Nov,-5192469.0,-0.25962345,tt1571222,A Dangerous Method,99.0,"biography, drama, romance",6.4,93259.0,A Dangerous Method,6.35,,69,SPC,2011
2016-08-26,Hands of Stone,20000000.0,4712792.0,5031975.0,4700000.0,,6.1,Aug,-14968025.0,-0.74840125,tt1781827,Hands of Stone,111.0,"action, biography, drama",6.6,12851.0,Hands of Stone,6.35,,74,Wein.,2016
2012-09-07,The Cold Light of Day,20000000.0,3763583.0,25361206.0,3800000.0,13100000,5.1,Sep,5361206.0,0.2680603,tt1366365,The Cold Light of Day,93.0,"action, thriller",4.9,33039.0,The Cold Light of Day,5.0,,78,LG/S,2012
2018-10-26,Suspiria,20000000.0,2483472.0,7034615.0,2500000.0,5400000,7.0,Oct,-12965385.0,-0.64826925,tt1034415,Suspiria,152.0,"fantasy, horror, mystery",6.8,37360.0,Suspiria,7.933333333333334,10.0,81,Amazon,2018
2011-04-29,Dylan Dog: Dead of Night,20000000.0,1186538.0,6093725.0,1200000.0,3400000,4.4,Apr,-13906275.0,-0.69531375,tt1013860,Dylan Dog: Dead of Night,107.0,"action, comedy, crime",5.1,14120.0,Dylan Dog: Dead of Night,4.75,,90,OMNI/FSR,2011
2010-12-03,All Good Things,20000000.0,582024.0,873617.0,582000.0,62500,6.0,Dec,-19126383.0,-0.95631915,tt1175709,All Good Things,101.0,"crime, drama, mystery",6.3,49684.0,All Good Things,6.15,,96,Magn.,2010
2015-11-13,By the Sea,20000000.0,538460.0,3727746.0,538000.0,2800000,5.4,Nov,-16272254.0,-0.8136127,tt3707106,By the Sea,122.0,"drama, romance",5.3,16206.0,By the Sea,5.35,,97,Uni.,2015
2015-11-13,By the Sea,20000000.0,538460.0,3727746.0,538000.0,2800000,5.4,Nov,-16272254.0,-0.8136127,tt4301034,By the Sea,80.0,drama,8.0,33.0,By the Sea,6.7,,97,Uni.,2015
2010-12-10,The Tempest,20000000.0,277943.0,277943.0,278000.0,68700,5.8,Dec,-19722057.0,-0.98610285,tt1274300,The Tempest,110.0,"comedy, drama, fantasy",5.4,7073.0,The Tempest,5.6,,1,Mira.,2010
2010-12-10,The Tempest,20000000.0,277943.0,277943.0,278000.0,68700,5.8,Dec,-19722057.0,-0.98610285,tt1683003,The Tempest,131.0,drama,7.8,94.0,The Tempest,6.8,,1,Mira.,2010
2010-12-10,The Tempest,20000000.0,277943.0,277943.0,278000.0,68700,5.8,Dec,-19722057.0,-0.98610285,tt3840898,The Tempest,169.0,"comedy, drama",8.5,171.0,The Tempest,7.15,,1,Mira.,2010
2010-12-10,The Tempest,20000000.0,277943.0,277943.0,278000.0,68700,5.8,Dec,-19722057.0,-0.98610285,tt9151364,The Tempest,,drama,,,The Tempest,5.8,,1,Mira.,2010
2015-10-30,Regression,20000000.0,55039.0,15824374.0,55000.0,17600000,5.5,Oct,-4175626.0,-0.2087813,tt3319920,Regression,106.0,"crime, horror, mystery",5.7,33335.0,Regression,5.6,,6,W/Dim.,2016
2017-12-01,The Shape of Water,19500000.0,63859435.0,195790794.0,63900000.0,131400000,7.2,Dec,176290794.0,9.040553538461538,tt5580390,The Shape of Water,123.0,"adventure, drama, fantasy",7.3,308112.0,The Shape of Water,7.25,,19,FoxS,2017
2011-07-29,The Devil's Double,19100000.0,1361512.0,5965646.0,1400000.0,,6.7,Jul,-13134354.0,-0.6876625130890053,tt1270262,The Devil's Double,109.0,"biography, drama, thriller",7.1,58342.0,The Devil's Double,6.9,,23,LGF,2011
2011-06-24,Bad Teacher,19000000.0,100292856.0,215448997.0,100300000.0,115900000,5.5,Jun,196448997.0,10.339420894736842,tt1284575,Bad Teacher,92.0,"comedy, romance",5.7,181189.0,Bad Teacher,5.6,,27,Sony,2011
2016-08-12,Sausage Party,19000000.0,97670358.0,141344255.0,97700000.0,43000000,5.6,Aug,122344255.0,6.439171315789474,tt1700841,Sausage Party,89.0,"adventure, animation, comedy",6.2,159111.0,Sausage Party,5.9,,28,Sony,2016
2010-02-26,The Crazies,19000000.0,39123589.0,56445534.0,39100000.0,15700000,6.2,Feb,37445534.0,1.9708175789473685,tt0455407,The Crazies,101.0,"horror, thriller",6.5,104465.0,The Crazies,6.35,,36,Over.,2010
2010-08-20,The Switch,19000000.0,27758465.0,49858465.0,27800000.0,22100000,6.1,Aug,30858465.0,1.6241297368421053,tt0889573,The Switch,101.0,"comedy, drama, romance",6.1,90661.0,The Switch,6.1,,39,Mira.,2010
2010-01-08,Leap Year,19000000.0,25918920.0,32618920.0,25900000.0,6700000,6.7,Jan,13618920.0,0.7167852631578947,tt1216492,Leap Year,100.0,"comedy, romance",6.5,86125.0,Leap Year,6.6,,40,Uni.,2010
2010-01-08,Leap Year,19000000.0,25918920.0,32618920.0,25900000.0,6700000,6.7,Jan,13618920.0,0.7167852631578947,tt1537401,Leap Year,94.0,"drama, romance",5.9,2211.0,Leap Year,6.300000000000001,,40,Uni.,2010
2013-11-08,The Book Thief,19000000.0,21488481.0,76086711.0,21500000.0,55100000,7.5,Nov,57086711.0,3.004563736842105,tt0816442,The Book Thief,131.0,"drama, war",7.6,119023.0,The Book Thief,7.55,,41,Fox,2013
2011-03-04,Take Me Home Tonight,19000000.0,6928068.0,7576604.0,6900000.0,,6.1,Mar,-11423396.0,-0.6012313684210526,tt0810922,Take Me Home Tonight,97.0,"comedy, drama, romance",6.3,48393.0,Take Me Home Tonight,6.199999999999999,,48,Rela.,2011
2012-09-28,Won't Back Down,19000000.0,5310554.0,5745503.0,5300000.0,,6.3,Sep,-13254497.0,-0.6976051052631579,tt1870529,Won't Back Down,121.0,drama,6.4,5915.0,Won't Back Down,6.35,,49,Fox,2012
2012-09-28,Won't Back Down,19000000.0,5310554.0,5745503.0,5300000.0,,6.3,Sep,-13254497.0,-0.6976051052631579,tt3779570,Won't Back Down,114.0,sport,7.9,77.0,Won't Back Down,7.1,,49,Fox,2012
2014-05-09,Neighbors,18000000.0,150086800.0,270944428.0,150200000.0,120500000,6.2,May,252944428.0,14.052468222222222,tt2004420,Neighbors,97.0,comedy,6.3,266020.0,Neighbors,6.25,,64,Uni.,2014
2014-05-09,Neighbors,18000000.0,150086800.0,270944428.0,150200000.0,120500000,6.2,May,252944428.0,14.052468222222222,tt3638264,Neighbors,22.0,"documentary, drama",,,Neighbors,6.2,,64,Uni.,2014
2014-05-09,Neighbors,18000000.0,150086800.0,270944428.0,150200000.0,120500000,6.2,May,252944428.0,14.052468222222222,tt9386300,Neighbors,74.0,documentary,,,Neighbors,6.2,,64,Uni.,2014
2014-05-09,Neighbors,18000000.0,150086800.0,270944428.0,150200000.0,120500000,6.2,May,252944428.0,14.052468222222222,tt9392532,Neighbors,90.0,"comedy, drama",7.6,18.0,Neighbors,6.9,,64,Uni.,2014
2014-05-09,Neighbors,18000000.0,150086800.0,270944428.0,150200000.0,120500000,6.2,May,252944428.0,14.052468222222222,tt9702034,Neighbors,,drama,,,Neighbors,6.2,,64,Uni.,2014
2016-03-25,My Big Fat Greek Wedding 2,18000000.0,59689605.0,92096558.0,59700000.0,29200000,5.8,Mar,74096558.0,4.116475444444444,tt3760922,My Big Fat Greek Wedding 2,94.0,"comedy, romance",6.0,25933.0,My Big Fat Greek Wedding 2,5.9,,77,Uni.,2016
2015-09-11,The Perfect Guy,18000000.0,57027435.0,60278166.0,57000000.0,3200000,5.7,Sep,42278166.0,2.348787,tt3862750,The Perfect Guy,100.0,"crime, drama, horror",5.6,8998.0,The Perfect Guy,5.65,,78,SGem,2015
2011-03-25,Diary of a Wimpy Kid: Rodrick Rules,18000000.0,52698535.0,73695194.0,52700000.0,19700000,6.4,Mar,55695194.0,3.0941774444444445,tt1650043,Diary of a Wimpy Kid: Rodrick Rules,99.0,"comedy, family",6.6,23135.0,Diary of a Wimpy Kid: Rodrick Rules,6.5,,80,Fox,2011
2011-04-08,Soul Surfer,18000000.0,43853424.0,47158652.0,43900000.0,3200000,7.0,Apr,29158652.0,1.619925111111111,tt1596346,Soul Surfer,112.0,"biography, drama, family",7.1,41659.0,Soul Surfer,7.05,,83,TriS,2011
2018-06-29,Uncle Drew,18000000.0,42469946.0,46527161.0,42500000.0,4200000,6.5,Jun,28527161.0,1.5848422777777778,tt7334528,Uncle Drew,103.0,"comedy, sport",5.7,9739.0,Uncle Drew,6.1,,85,LG/S,2018
2013-07-26,Blue Jasmine,18000000.0,33404871.0,102912961.0,33400000.0,64099999,7.0,Jul,84912961.0,4.717386722222222,tt2334873,Blue Jasmine,98.0,drama,7.3,179453.0,Blue Jasmine,7.15,,90,SPC,2013
2015-08-07,Ricki and the Flash,18000000.0,26839498.0,41166033.0,26800000.0,14500000,5.8,Aug,23166033.0,1.2870018333333333,tt3623726,Ricki and the Flash,101.0,"comedy, drama, music",5.9,20932.0,Ricki and the Flash,5.85,,95,TriS,2015
